Id,y
2667,2
2668,1
2669,1
2670,1
2671,1
2672,2
2673,1
2674,1
2675,1
2676,2
2677,2
2678,1
2679,1
2680,1
2681,0
2682,2
2683,1
2684,1
2685,1
2686,2
2687,1
2688,1
2689,1
2690,2
2691,1
2692,2
2693,1
2694,0
2695,2
2696,1
2697,1
2698,1
2699,1
2700,1
2701,0
2702,1
2703,1
2704,2
2705,1
2706,2
2707,1
2708,1
2709,1
2710,1
2711,2
2712,2
2713,1
2714,1
2715,1
2716,2
2717,1
2718,2
2719,1
2720,2
2721,1
2722,1
2723,2
2724,1
2725,1
2726,2
2727,0
2728,1
2729,0
2730,1
2731,1
2732,2
2733,0
2734,2
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,2
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,2
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,2
2760,1
2761,1
2762,2
2763,1
2764,1
2765,2
2766,1
2767,1
2768,2
2769,1
2770,1
2771,2
2772,1
2773,0
2774,2
2775,2
2776,1
2777,0
2778,2
2779,1
2780,1
2781,2
2782,1
2783,2
2784,1
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,2
2796,1
2797,2
2798,1
2799,2
2800,1
2801,1
2802,2
2803,0
2804,1
2805,1
2806,1
2807,2
2808,0
2809,2
2810,2
2811,1
2812,1
2813,2
2814,1
2815,1
2816,1
2817,1
2818,1
2819,2
2820,1
2821,0
2822,1
2823,1
2824,1
2825,1
2826,1
2827,2
2828,1
2829,1
2830,1
2831,2
2832,1
2833,2
2834,1
2835,0
2836,2
2837,2
2838,1
2839,2
2840,1
2841,1
2842,1
2843,1
2844,2
2845,1
2846,1
2847,1
2848,2
2849,0
2850,1
2851,1
2852,1
2853,2
2854,1
2855,1
2856,2
2857,1
2858,1
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,0
2867,0
2868,1
2869,1
2870,0
2871,1
2872,1
2873,1
2874,1
2875,1
2876,1
2877,0
2878,2
2879,1
2880,1
2881,1
2882,1
2883,1
2884,0
2885,1
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,2
2897,1
2898,2
2899,1
2900,1
2901,1
2902,1
2903,1
2904,1
2905,1
2906,2
2907,1
2908,0
2909,1
2910,0
2911,1
2912,1
2913,1
2914,1
2915,0
2916,2
2917,0
2918,2
2919,1
2920,1
2921,2
2922,1
2923,0
2924,2
2925,1
2926,1
2927,1
2928,2
2929,1
2930,1
2931,1
2932,1
2933,2
2934,1
2935,2
2936,2
2937,0
2938,1
2939,1
2940,2
2941,2
2942,2
2943,2
2944,1
2945,1
2946,1
2947,2
2948,1
2949,2
2950,2
2951,0
2952,2
2953,0
2954,2
2955,2
2956,2
2957,1
2958,2
2959,1
2960,2
2961,1
2962,1
2963,1
2964,1
2965,1
2966,2
2967,1
2968,2
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,2
2978,2
2979,0
2980,2
2981,2
2982,0
2983,1
2984,0
2985,1
2986,2
2987,0
2988,1
2989,1
2990,1
2991,1
2992,0
2993,0
2994,1
2995,1
2996,1
2997,0
2998,1
2999,2
3000,1
3001,1
3002,2
3003,1
3004,1
3005,1
3006,1
3007,2
3008,1
3009,1
3010,1
3011,2
3012,0
3013,1
3014,0
3015,2
3016,1
3017,1
3018,1
3019,2
3020,2
3021,0
3022,2
3023,1
3024,2
3025,0
3026,2
3027,1
3028,0
3029,2
3030,0
3031,1
3032,1
3033,2
3034,1
3035,1
3036,1
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,2
3045,2
3046,1
3047,2
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3056,2
3057,2
3058,1
3059,1
3060,0
3061,2
3062,2
3063,1
3064,1
3065,2
3066,1
3067,1
3068,1
3069,2
3070,1
3071,2
3072,1
3073,1
3074,1
3075,1
3076,2
3077,1
3078,2
3079,0
3080,1
3081,0
3082,1
3083,1
3084,1
3085,1
3086,1
3087,1
3088,0
3089,2
3090,0
3091,2
3092,1
3093,0
3094,1
3095,2
3096,1
3097,1
3098,1
3099,2
3100,0
3101,0
3102,1
3103,1
3104,1
3105,2
3106,1
3107,1
3108,1
3109,0
3110,1
3111,1
3112,0
3113,1
3114,0
3115,1
3116,1
3117,2
3118,1
3119,1
3120,1
3121,1
3122,0
3123,0
3124,2
3125,1
3126,1
3127,1
3128,0
3129,1
3130,1
3131,1
3132,1
3133,1
3134,2
3135,2
3136,1
3137,2
3138,0
3139,1
3140,0
3141,1
3142,1
3143,2
3144,0
3145,2
3146,1
3147,1
3148,2
3149,0
3150,2
3151,1
3152,1
3153,1
3154,1
3155,2
3156,2
3157,1
3158,1
3159,1
3160,1
3161,1
3162,2
3163,1
3164,1
3165,1
3166,1
3167,1
3168,2
3169,2
3170,0
3171,1
3172,1
3173,1
3174,1
3175,1
3176,1
3177,2
3178,2
3179,1
3180,0
3181,0
3182,0
3183,1
3184,1
3185,1
3186,2
3187,1
3188,0
3189,1
3190,1
3191,1
3192,2
3193,1
3194,1
3195,2
3196,1
3197,1
3198,2
3199,1
3200,2
3201,1
3202,1
3203,1
3204,2
3205,2
3206,2
3207,1
3208,1
3209,1
3210,1
3211,1
3212,1
3213,0
3214,0
3215,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,2
3222,1
3223,1
3224,1
3225,1
3226,0
3227,1
3228,1
3229,1
3230,1
3231,1
3232,1
3233,1
3234,0
3235,2
3236,1
3237,0
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,0
3245,0
3246,1
3247,1
3248,0
3249,1
3250,1
3251,0
3252,1
3253,0
3254,2
3255,1
3256,2
3257,2
3258,1
3259,1
3260,2
3261,2
3262,1
3263,2
3264,1
3265,2
3266,2
3267,2
3268,1
3269,1
3270,1
3271,1
3272,2
3273,1
3274,2
3275,2
3276,1
3277,1
3278,0
3279,2
3280,1
3281,2
3282,0
3283,1
3284,1
3285,2
3286,1
3287,1
3288,1
3289,1
3290,1
3291,1
3292,2
3293,1
3294,1
3295,2
3296,1
3297,0
3298,1
3299,0
3300,2
3301,0
3302,2
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,0
3312,1
3313,0
3314,2
3315,1
3316,1
3317,1
3318,1
3319,2
3320,1
3321,2
3322,2
3323,1
3324,1
3325,2
3326,1
3327,1
3328,2
3329,2
3330,1
3331,0
3332,1
3333,1
3334,1
3335,1
3336,2
3337,1
3338,1
3339,1
3340,1
3341,1
3342,2
3343,1
3344,1
3345,0
3346,1
3347,1
3348,1
3349,1
3350,2
3351,1
3352,2
3353,1
3354,0
3355,2
3356,1
3357,1
3358,1
3359,1
3360,2
3361,1
3362,0
3363,1
3364,2
3365,1
3366,1
3367,1
3368,1
3369,1
3370,2
3371,1
3372,1
3373,1
3374,1
3375,1
3376,2
3377,1
3378,1
3379,2
3380,1
3381,1
3382,2
3383,0
3384,1
3385,1
3386,1
3387,2
3388,2
3389,2
3390,1
3391,1
3392,1
3393,2
3394,1
3395,1
3396,1
3397,2
3398,1
3399,2
3400,2
3401,2
3402,1
3403,2
3404,2
3405,2
3406,2
3407,1
3408,1
3409,2
3410,1
3411,1
3412,1
3413,2
3414,1
3415,2
3416,2
3417,1
3418,1
3419,2
3420,1
3421,2
3422,1
3423,0
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,0
3431,2
3432,1
3433,0
3434,1
3435,1
3436,1
3437,1
3438,1
3439,2
3440,1
3441,1
3442,0
3443,1
3444,1
3445,1
3446,2
3447,1
3448,1
3449,2
3450,1
3451,1
3452,2
3453,1
3454,2
3455,2
3456,1
3457,2
3458,1
3459,2
3460,1
3461,1
3462,2
3463,2
3464,1
3465,1
3466,2
3467,0
3468,1
3469,1
3470,2
3471,1
3472,2
3473,2
3474,1
3475,1
3476,1
3477,0
3478,2
3479,1
3480,2
3481,1
3482,2
3483,1
3484,1
3485,1
3486,1
3487,1
3488,0
3489,1
3490,1
3491,1
3492,1
3493,1
3494,1
3495,1
3496,1
3497,1
3498,1
3499,2
3500,1
3501,0
3502,1
3503,2
3504,0
3505,2
3506,0
3507,1
3508,1
3509,1
3510,2
3511,1
3512,2
3513,1
3514,2
3515,1
3516,1
3517,0
3518,2
3519,1
3520,1
3521,2
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,1
3529,1
3530,2
3531,1
3532,2
3533,1
3534,1
3535,1
3536,0
3537,1
3538,0
3539,1
3540,1
3541,0
3542,1
3543,2
3544,1
3545,1
3546,2
3547,1
3548,1
3549,0
3550,1
3551,1
3552,2
3553,1
3554,1
3555,1
3556,2
3557,1
3558,2
3559,1
3560,2
3561,1
3562,1
3563,2
3564,1
3565,1
3566,0
3567,1
3568,2
3569,0
3570,1
3571,1
3572,2
3573,1
3574,1
3575,2
3576,0
3577,1
3578,2
3579,1
3580,1
3581,2
3582,1
3583,1
3584,2
3585,2
3586,1
3587,0
3588,1
3589,2
3590,1
3591,1
3592,1
3593,0
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3600,1
3601,2
3602,1
3603,0
3604,1
3605,1
3606,1
3607,1
3608,1
3609,1
3610,2
3611,1
3612,2
3613,0
3614,1
3615,1
3616,1
3617,1
3618,2
3619,1
3620,1
3621,1
3622,1
3623,2
3624,2
3625,1
3626,2
3627,2
3628,2
3629,1
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,2
3637,2
3638,1
3639,2
3640,0
3641,1
3642,2
3643,0
3644,1
3645,1
3646,1
3647,2
3648,2
3649,1
3650,2
3651,1
3652,2
3653,2
3654,2
3655,1
3656,1
3657,0
3658,1
3659,2
3660,1
3661,0
3662,0
3663,2
3664,1
3665,2
3666,2
3667,0
3668,2
3669,2
3670,0
3671,1
3672,0
3673,1
3674,1
3675,1
3676,0
3677,1
3678,1
3679,1
3680,2
3681,2
3682,2
3683,2
3684,1
3685,0
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,1
3693,0
3694,1
3695,1
3696,2
3697,0
3698,1
3699,1
3700,2
3701,2
3702,1
3703,1
3704,2
3705,2
3706,1
3707,0
3708,1
3709,1
3710,1
3711,2
3712,2
3713,1
3714,1
3715,2
3716,1
3717,1
3718,1
3719,1
3720,1
3721,1
3722,1
3723,1
3724,1
3725,1
3726,2
3727,1
3728,2
3729,1
3730,1
3731,2
3732,1
3733,1
3734,1
3735,1
3736,0
3737,1
3738,1
3739,2
3740,2
3741,2
3742,1
3743,2
3744,1
3745,1
3746,0
3747,1
3748,0
3749,2
3750,1
3751,0
3752,1
3753,1
3754,1
3755,1
3756,2
3757,1
3758,2
3759,2
3760,0
3761,0
3762,1
3763,1
3764,0
3765,1
3766,1
3767,1
3768,1
3769,2
3770,2
3771,1
3772,1
3773,1
3774,2
3775,0
3776,0
3777,1
3778,2
3779,2
3780,1
3781,1
3782,2
3783,1
3784,0
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,0
3794,0
3795,1
3796,1
3797,2
3798,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,0
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,1
3816,1
3817,2
3818,1
3819,0
3820,1
3821,0
3822,1
3823,1
3824,0
3825,2
3826,1
3827,2
3828,2
3829,1
3830,2
3831,1
3832,2
3833,2
3834,1
3835,1
3836,2
3837,1
3838,2
3839,1
3840,1
3841,1
3842,0
3843,1
3844,1
3845,1
3846,2
3847,0
3848,2
3849,1
3850,0
3851,1
3852,1
3853,1
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,1
3861,1
3862,2
3863,0
3864,1
3865,2
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,1
3873,2
3874,1
3875,1
3876,1
3877,0
3878,1
3879,1
3880,1
3881,2
3882,1
3883,1
3884,1
3885,1
3886,2
3887,1
3888,1
3889,1
3890,2
3891,1
3892,1
3893,1
3894,1
3895,1
3896,1
3897,1
3898,1
3899,1
3900,1
3901,2
3902,1
3903,2
3904,2
3905,1
3906,0
3907,2
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,2
3916,0
3917,1
3918,1
3919,0
3920,1
3921,1
3922,2
3923,2
3924,2
3925,0
3926,1
3927,1
3928,1
3929,1
3930,0
3931,1
3932,1
3933,1
3934,1
3935,1
3936,0
3937,1
3938,2
3939,2
3940,0
3941,0
3942,1
3943,1
3944,0
3945,1
3946,2
3947,0
3948,1
3949,2
3950,2
3951,1
3952,1
3953,1
3954,2
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,1
3962,1
3963,2
3964,1
3965,1
3966,1
3967,1
3968,0
3969,2
3970,1
3971,1
3972,1
3973,2
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,0
3981,1
3982,1
3983,1
3984,2
3985,1
3986,1
3987,1
3988,1
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,2
3997,1
3998,1
3999,2
4000,1
4001,1
4002,0
4003,1
4004,1
4005,1
4006,1
4007,1
4008,0
4009,1
4010,1
4011,0
4012,1
4013,2
4014,1
4015,1
4016,0
4017,1
4018,1
4019,1
4020,1
4021,1
4022,1
4023,2
4024,2
4025,2
4026,2
4027,1
4028,2
4029,1
4030,2
4031,1
4032,0
4033,1
4034,1
4035,2
4036,1
4037,0
4038,1
4039,1
4040,2
4041,1
4042,1
4043,2
4044,1
4045,0
4046,2
4047,1
4048,2
4049,1
4050,2
4051,0
4052,1
4053,2
4054,2
4055,1
4056,2
4057,1
4058,1
4059,1
4060,2
4061,1
4062,0
4063,1
4064,1
4065,1
4066,1
4067,1
4068,1
4069,2
4070,2
4071,2
4072,0
4073,1
4074,1
4075,2
4076,1
4077,0
4078,2
4079,1
4080,0
4081,1
4082,0
4083,2
4084,1
4085,1
4086,0
4087,2
4088,1
4089,2
4090,1
4091,1
4092,0
4093,2
4094,0
4095,1
4096,1
4097,1
4098,1
4099,0
4100,1
4101,0
4102,1
4103,1
4104,0
4105,2
4106,1
4107,2
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,2
4115,1
4116,1
4117,2
4118,2
4119,1
4120,0
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,2
4128,1
4129,2
4130,1
4131,1
4132,1
4133,1
4134,2
4135,1
4136,2
4137,2
4138,1
4139,1
4140,1
4141,2
4142,1
4143,1
4144,1
4145,1
4146,1
4147,2
4148,1
4149,1
4150,2
4151,2
4152,1
4153,1
4154,0
4155,2
4156,1
4157,2
4158,0
4159,0
4160,2
4161,2
4162,1
4163,0
4164,2
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,1
4173,2
4174,0
4175,1
4176,1
4177,1
4178,1
4179,1
4180,2
4181,1
4182,1
4183,1
4184,0
4185,2
4186,2
4187,2
4188,0
4189,2
4190,1
4191,1
4192,1
4193,1
4194,1
4195,1
4196,1
4197,1
4198,1
4199,2
4200,1
4201,1
4202,1
4203,1
4204,1
4205,1
4206,1
4207,2
4208,1
4209,1
4210,1
4211,1
4212,1
4213,1
4214,1
4215,1
4216,0
4217,2
4218,2
4219,1
4220,2
4221,1
4222,2
4223,1
4224,1
4225,1
4226,2
4227,1
4228,1
4229,0
4230,1
4231,0
4232,1
4233,1
4234,0
4235,1
4236,0
4237,1
4238,2
4239,1
4240,1
4241,1
4242,1
4243,1
4244,2
4245,1
4246,0
4247,1
4248,1
4249,1
4250,0
4251,1
4252,1
4253,2
4254,1
4255,1
4256,1
4257,1
4258,0
4259,2
4260,2
4261,0
4262,1
4263,2
4264,0
4265,2
4266,1
4267,1
4268,1
4269,2
4270,1
4271,2
4272,1
4273,1
4274,1
4275,1
4276,2
4277,1
4278,1
4279,1
4280,1
4281,1
4282,1
4283,2
4284,1
4285,2
4286,1
4287,1
4288,0
4289,1
4290,2
4291,2
4292,1
4293,0
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,0
4304,1
4305,1
4306,2
4307,0
4308,1
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,1
4316,1
4317,0
4318,2
4319,0
4320,2
4321,1
4322,1
4323,1
4324,2
4325,0
4326,0
4327,1
4328,1
4329,2
4330,2
4331,1
4332,2
4333,2
4334,1
4335,1
4336,1
4337,2
4338,2
4339,1
4340,1
4341,1
4342,1
4343,1
4344,2
4345,2
4346,1
4347,1
4348,1
4349,2
4350,2
4351,1
4352,1
4353,1
4354,0
4355,2
4356,1
4357,2
4358,1
4359,1
4360,0
4361,1
4362,1
4363,2
4364,0
4365,1
4366,2
4367,2
4368,0
4369,1
4370,2
4371,1
4372,2
4373,1
4374,0
4375,1
4376,2
4377,1
4378,0
4379,1
4380,2
4381,2
4382,1
4383,1
4384,2
4385,2
4386,2
4387,0
4388,2
4389,1
4390,2
4391,1
4392,2
4393,1
4394,0
4395,2
4396,2
4397,1
4398,1
4399,1
4400,1
4401,1
4402,2
4403,1
4404,2
4405,1
4406,1
4407,1
4408,0
4409,2
4410,2
4411,1
4412,0
4413,1
4414,2
4415,1
4416,2
4417,1
4418,1
4419,1
4420,2
4421,1
4422,1
4423,1
4424,1
4425,1
4426,1
4427,2
4428,1
4429,1
4430,1
4431,2
4432,1
4433,2
4434,1
4435,2
4436,1
4437,1
4438,1
4439,1
4440,2
4441,2
4442,2
4443,1
4444,1
4445,0
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,1
4453,1
4454,0
4455,2
4456,0
4457,1
4458,1
4459,0
4460,2
4461,2
4462,1
4463,1
4464,1
4465,1
4466,1
4467,1
4468,2
4469,0
4470,2
4471,2
4472,2
4473,1
4474,2
4475,1
4476,1
4477,1
4478,1
4479,2
4480,1
4481,1
4482,1
4483,1
4484,2
4485,1
4486,2
4487,2
4488,1
4489,1
4490,1
4491,1
4492,2
4493,1
4494,2
4495,1
4496,1
4497,1
4498,1
4499,1
4500,1
4501,2
4502,1
4503,0
4504,2
4505,0
4506,1
4507,1
4508,1
4509,1
4510,2
4511,2
4512,0
4513,1
4514,0
4515,1
4516,1
4517,0
4518,1
4519,1
4520,1
4521,1
4522,1
4523,1
4524,1
4525,2
4526,1
4527,1
4528,2
4529,2
4530,1
4531,2
4532,1
4533,1
4534,1
4535,1
4536,1
4537,1
4538,2
4539,2
4540,1
4541,0
4542,1
4543,1
4544,1
4545,0
4546,1
4547,1
4548,2
4549,2
4550,1
4551,2
4552,1
4553,1
4554,0
4555,1
4556,2
4557,1
4558,1
4559,2
4560,2
4561,2
4562,1
4563,1
4564,1
4565,1
4566,1
4567,1
4568,1
4569,1
4570,2
4571,1
4572,1
4573,1
4574,0
4575,1
4576,1
4577,1
4578,0
4579,1
4580,0
4581,2
4582,1
4583,1
4584,2
4585,1
4586,2
4587,1
4588,2
4589,1
4590,2
4591,1
4592,1
4593,2
4594,1
4595,1
4596,1
4597,1
4598,1
4599,1
4600,0
4601,1
4602,1
4603,1
4604,1
4605,2
4606,1
4607,1
4608,2
4609,1
4610,1
4611,1
4612,2
4613,0
4614,1
4615,1
4616,1
4617,1
4618,0
4619,0
4620,1
4621,1
4622,2
4623,1
4624,1
4625,1
4626,1
4627,2
4628,0
4629,2
4630,1
4631,1
4632,1
4633,1
4634,2
4635,1
4636,1
4637,1
4638,2
4639,2
4640,2
4641,1
4642,1
4643,2
4644,2
4645,1
4646,1
4647,2
4648,1
4649,1
4650,1
4651,1
4652,0
4653,1
4654,1
4655,2
4656,2
4657,1
4658,1
4659,1
4660,1
4661,1
4662,2
4663,0
4664,1
4665,2
4666,1
4667,0
4668,1
4669,1
4670,1
4671,0
4672,1
4673,2
4674,1
4675,2
4676,1
4677,1
4678,0
4679,1
4680,1
4681,2
4682,2
4683,1
4684,1
4685,2
4686,2
4687,1
4688,0
4689,1
4690,2
4691,1
4692,1
4693,1
4694,1
4695,2
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,1
4703,1
4704,1
4705,1
4706,1
4707,2
4708,1
4709,2
4710,0
4711,0
4712,2
4713,1
4714,2
4715,1
4716,0
4717,1
4718,1
4719,2
4720,1
4721,1
4722,0
4723,1
4724,2
4725,2
4726,2
4727,1
4728,2
4729,1
4730,0
4731,1
4732,1
4733,1
4734,1
4735,0
4736,0
4737,1
4738,2
4739,2
4740,2
4741,2
4742,2
4743,1
4744,1
4745,1
4746,1
4747,1
4748,1
4749,1
4750,0
4751,1
4752,1
4753,0
4754,1
4755,1
4756,1
4757,1
4758,2
4759,1
4760,1
4761,1
4762,1
4763,0
4764,1
4765,1
4766,1
4767,2
4768,2
4769,1
4770,0
4771,2
4772,1
4773,2
4774,1
4775,1
4776,1
4777,1
4778,0
4779,0
4780,2
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,1
4790,1
4791,1
4792,1
4793,1
4794,1
4795,1
4796,2
4797,1
